"bpt","r_r200","zoo"
0,-0.4173498821,"S"
0,-0.7514283067,"S"
0,-0.6738190186,"S"
1,-0.5778981737,"S"
0,-0.761815987,"S"
0,-0.9366976633,"S"
1,-0.4202665903,"S"
0,-0.9115103781,"S"
0,-0.7525294349,"S"
0,-0.629946651,"S"
0,-0.8480353139,"S"
1,-0.5239360827,"S"
0,-0.8570728049,"S"
1,-0.9610807614,"S"
1,-0.5226996718,"S"
0,-0.5383636288,"S"
1,-0.8928894435,"S"
0,-0.6885187033,"S"
0,-0.7873184319,"S"
1,-0.6497336417,"S"
1,-0.4709570249,"S"
0,-0.6019782915,"S"
1,-0.7534330536,"S"
1,-0.4138409502,"S"
0,-0.8221666444,"S"
0,-0.9469086625,"S"
0,-0.4840287431,"S"
1,-0.7167934604,"S"
1,-0.5072045248,"S"
1,-0.7211597731,"S"
1,-0.9261547704,"S"
1,-0.7019612716,"S"
1,-0.8658891563,"S"
0,-0.8541439159,"S"
1,-0.6964728167,"S"
1,-0.9781717989,"S"
1,-0.8949788288,"S"
1,-0.9817231173,"S"
1,-0.818326114,"S"
1,-0.644481991,"S"
1,-1.0436786342,"S"
1,-0.7619239104,"S"
1,-0.6009429107,"S"
0,-0.7238451379,"S"
0,-0.74119558,"S"
0,-0.3957979874,"S"
0,-0.8233974287,"S"
1,-0.746153164,"S"
1,-0.7414589363,"S"
1,-0.6258124681,"S"
1,-0.961119217,"S"
1,-0.5257437839,"S"
1,-0.6128520157,"S"
0,-0.6654823846,"S"
1,-0.5119304341,"S"
1,-0.8043176497,"S"
1,-0.9084162285,"S"
0,-1.0340851461,"S"
1,-0.7238517586,"S"
0,-0.7217520663,"S"
0,-0.6917660875,"S"
0,-0.7585685567,"S"
0,-0.483169714,"S"
0,-0.8237986036,"S"
0,-0.5047738387,"S"
0,-0.8687088434,"S"
1,-1.0121486183,"S"
1,-0.5181283134,"S"
0,-0.5004746652,"S"
1,-0.597255921,"S"
1,-0.6326310328,"S"
0,-0.7723442627,"S"
0,-1.0013749968,"S"
0,-0.4959587183,"S"
1,-0.9810880797,"S"
1,-0.5377035753,"S"
0,-0.6259210009,"S"
1,-0.8138797128,"S"
1,-0.4812154328,"S"
0,-0.529517346,"S"
0,-0.8428910617,"S"
1,-0.9594671177,"S"
0,-0.9818276932,"S"
0,-0.3202848548,"S"
1,-0.6170743453,"S"
1,-0.6958682365,"S"
1,-0.3729471729,"S"
1,-0.7608918436,"S"
1,-0.4237753933,"S"
0,-0.9978102741,"S"
0,-0.7926570127,"S"
0,-0.8647363988,"S"
1,-0.8604720875,"S"
1,-0.802777233,"S"
1,-0.5940118288,"S"
1,-0.5977275087,"S"
1,-0.7460597277,"S"
1,-0.945705051,"S"
1,-0.807794995,"S"
0,-0.8940359403,"S"
1,-0.9670244508,"S"
1,-0.9954080291,"S"
0,-0.7949444073,"S"
1,-0.8885908786,"S"
1,-0.6301467334,"S"
1,-0.5743211201,"S"
0,-0.9269437275,"S"
0,-0.6254968403,"S"
0,-0.5123803403,"S"
1,-0.7271285624,"S"
0,-0.7276115504,"S"
1,-0.6361415513,"S"
0,-0.5503726066,"S"
0,-0.5718321211,"S"
1,-0.8212908271,"S"
0,-0.5699866503,"S"
1,-0.551411964,"S"
1,-0.3839331672,"S"
1,-0.6306093629,"S"
1,-0.8096379116,"S"
1,-0.5393714177,"S"
0,-0.8884198949,"S"
1,-0.7611771511,"S"
1,-0.7509934231,"S"
1,-0.6044675049,"S"
1,-0.9326750032,"S"
0,-0.715073167,"S"
1,-0.4543545085,"S"
0,-0.693316666,"S"
1,-0.7541150234,"S"
1,-0.7883813614,"S"
1,-0.7597312938,"S"
1,-0.6647955121,"S"
0,-0.6803493002,"S"
1,-0.7449459216,"S"
1,-0.6170253057,"S"
1,-0.2900623176,"S"
0,-0.5215545231,"S"
0,-0.8071166174,"S"
1,-0.8418026273,"S"
1,-0.5409019856,"S"
0,-0.7966818172,"S"
0,-0.2359696112,"S"
1,-0.4279926424,"S"
1,-0.5519619975,"S"
0,-0.8656801533,"S"
1,-0.5443455031,"S"
1,-0.9906715638,"S"
1,-0.5854251652,"S"
1,-0.9275900305,"S"
0,-0.8310586491,"S"
1,-0.7044456458,"S"
0,-0.737417649,"S"
1,-0.6609820564,"S"
1,-0.8087379318,"S"
1,-0.5165684085,"S"
1,-0.9085564715,"S"
1,-0.8582408937,"S"
1,-0.7289332961,"S"
1,-0.5551199711,"S"
1,-0.8218362,"S"
0,-0.3338605754,"S"
0,-0.6089514656,"S"
0,-0.8273017917,"S"
0,-0.7726150017,"S"
0,-0.9008324469,"S"
0,-0.6949452544,"S"
1,-0.3302514014,"S"
1,-0.7173278381,"S"
1,-0.7972471675,"S"
1,-0.6373595662,"S"
0,-1.0245815254,"S"
1,-0.5744593505,"S"
1,-0.9906160054,"S"
0,-0.5150426555,"S"
1,-0.7547915981,"S"
1,-0.9604176948,"S"
0,-0.5919290368,"S"
0,-0.8345647627,"S"
1,-0.908844614,"S"
1,-0.8939343348,"S"
1,-0.872205806,"S"
1,-0.7346097778,"S"
1,-0.976849651,"S"
0,-0.6735567864,"S"
1,-0.7951746544,"S"
0,-0.7428072541,"S"
0,-0.8471013976,"S"
1,-0.8643929128,"S"
0,-0.7818332374,"S"
0,-0.8083090131,"S"
0,-0.8779932746,"S"
0,-0.9618048787,"S"
0,-0.6644197721,"S"
1,-0.7182130458,"S"
1,-0.6517205523,"S"
1,-0.6560228951,"S"
0,-0.8415736522,"S"
0,-0.8033491394,"S"
1,-0.6991861791,"S"
0,-0.8496361194,"S"
1,-0.842237542,"S"
1,-0.4869146306,"S"
0,-0.70028731,"S"
0,-0.7542914789,"S"
0,-0.7585787049,"S"
0,-0.6943703511,"S"
1,-0.6897790401,"S"
1,-0.8461202404,"S"
0,-0.7795211319,"S"
0,-0.447738662,"S"
1,-0.6183440448,"S"
0,-0.9004473835,"S"
0,-0.9674487548,"S"
1,-0.7710414189,"S"
1,-0.7241541953,"S"
0,-0.6132573282,"S"
1,-0.6596289303,"S"
1,-0.7253038445,"S"
1,-0.9350775824,"S"
0,-0.6797507627,"S"
0,-0.7728151812,"S"
0,-0.9442146163,"S"
1,-0.8433486521,"S"
1,-0.4950834686,"S"
0,-1.0126511502,"S"
0,-0.7888969452,"S"
1,-0.7507383106,"S"
0,-0.8456721774,"S"
0,-0.7061205498,"S"
0,-1.002404266,"S"
1,-0.6203290392,"S"
0,-0.9183143353,"S"
1,-0.8176995655,"S"
1,-0.9007105635,"S"
1,-0.4671966167,"S"
0,-0.6892336892,"S"
0,-0.6787098129,"S"
0,-0.6050317331,"S"
1,-0.9469102454,"S"
1,-0.65699001,"S"
1,-0.6605990946,"S"
0,-0.8119462205,"S"
1,-0.9515198432,"S"
0,-0.5927343644,"S"
1,-0.9181263202,"S"
1,-0.958003532,"S"
0,-0.9560690711,"S"
1,-0.7978122668,"S"
0,-0.6402300653,"S"
1,-0.5149198304,"S"
1,-0.7526960792,"S"
1,-0.9167232377,"S"
0,-0.7896578098,"S"
0,-0.6900837907,"S"
0,-0.4665527421,"S"
0,-0.7490175688,"S"
0,-0.9752557312,"S"
1,0.0574949281,"S"
0,0.2995624462,"S"
0,0.6291587069,"S"
1,1.561303504,"S"
1,-0.2110865374,"S"
0,0.8878518564,"S"
1,-0.2403419957,"S"
1,-0.8552102339,"S"
1,0.8023337987,"S"
0,2.028409502,"S"
0,0.6153198794,"S"
0,0.2994013343,"S"
1,1.4919750395,"S"
1,0.6826173953,"S"
0,-0.1918879616,"S"
1,0.2129785354,"S"
0,0.4448196423,"S"
0,0.3596247416,"S"
0,2.3359890893,"S"
1,1.3411631033,"S"
1,1.2617856485,"S"
1,2.2365401748,"S"
0,-0.293945147,"S"
1,2.1746065166,"S"
1,1.2047181195,"S"
0,0.9166767459,"S"
1,0.8562399931,"S"
0,0.2673267774,"S"
0,1.8807065625,"S"
0,1.6880635503,"S"
0,0.0072286681,"S"
1,-0.2737452297,"S"
0,0.9270078018,"S"
0,1.6453454645,"S"
1,2.0135442905,"S"
1,2.0462161711,"S"
0,1.0950612791,"S"
1,1.6782100957,"S"
0,0.9264407261,"S"
1,-0.3286766135,"S"
0,-0.1398776589,"S"
0,0.1869861401,"S"
0,0.2675558355,"S"
0,2.4111713113,"S"
1,0.2018340315,"S"
1,-0.0325820938,"S"
1,-0.061347051,"S"
0,-0.1763455741,"S"
1,2.0002876356,"S"
1,0.9005184418,"S"
0,2.1406898401,"S"
1,0.4039671484,"S"
1,1.0953120771,"S"
1,-0.6389262662,"S"
0,1.5009812752,"S"
0,-0.0887854991,"S"
0,0.2184427848,"S"
1,0.3949112072,"S"
0,-0.3636845882,"S"
0,1.2722757005,"S"
1,0.7912082167,"S"
0,0.5650516661,"S"
1,0.378300881,"S"
1,1.4153353291,"S"
0,0.2299913209,"S"
0,1.2246966648,"S"
1,1.9919470464,"S"
0,1.1707539131,"S"
1,0.5143159203,"S"
1,1.4915789892,"S"
0,1.7826135804,"S"
1,2.3631179936,"S"
1,-1.0232175197,"S"
1,-0.4975236435,"S"
0,-0.1601884691,"S"
1,1.5077845522,"S"
1,0.712018857,"S"
1,2.4188909472,"S"
1,0.0176475197,"S"
0,-0.3481920823,"S"
1,-0.1650423581,"S"
0,-0.4247588174,"S"
1,0.5343258645,"S"
0,1.5567964256,"S"
0,0.5981975924,"S"
1,1.4103158865,"S"
0,0.4942160637,"S"
0,0.1506297569,"S"
1,-0.799446375,"S"
0,-0.1385952753,"S"
1,1.4754706018,"S"
0,-0.3990073181,"S"
0,1.8585490892,"S"
0,1.1269427274,"S"
1,0.108501907,"S"
1,-0.0332817943,"S"
1,-0.6088182154,"S"
1,0.9071064508,"S"
1,1.0102110793,"S"
1,-0.0830836543,"S"
1,0.5829630133,"S"
1,1.322551063,"S"
0,0.9321330936,"S"
1,0.9997519377,"S"
1,1.067833099,"S"
0,2.383045423,"S"
0,-0.1480492371,"S"
1,1.1304409318,"S"
1,-0.1708795386,"S"
0,1.1950804045,"S"
1,0.0534053306,"S"
1,0.1402105067,"S"
1,0.3240123864,"S"
0,1.1059786274,"S"
1,-0.9128689464,"S"
0,1.4331358433,"S"
1,2.4229216512,"S"
0,2.4764929289,"S"
0,0.0441310539,"S"
1,2.3875045737,"S"
0,1.7221941253,"S"
1,0.0904742554,"S"
1,1.3695924185,"S"
0,0.2550923019,"S"
0,1.4792087976,"S"
0,-0.1491784696,"S"
1,1.8490026606,"S"
0,-0.4800902684,"S"
1,-0.471386304,"S"
0,1.3218187396,"S"
1,2.1403825386,"S"
0,1.1901123452,"S"
1,1.0288134082,"S"
1,-0.1612633112,"S"
1,0.9844684571,"S"
1,2.0278391961,"S"
1,1.1487274136,"S"
0,0.2193870692,"S"
0,-0.5357709106,"S"
1,1.862394401,"S"
0,2.4559194193,"S"
1,0.7658430754,"S"
0,0.1710274203,"S"
0,0.935187065,"S"
1,0.7959202421,"S"
1,-0.0739975873,"S"
0,0.3439996034,"S"
1,0.0904718986,"S"
1,1.7365589517,"S"
1,1.4479122058,"S"
0,-0.2464533803,"S"
0,0.1691347637,"S"
0,0.3944469481,"S"
0,-0.1401756304,"S"
0,-0.1122433414,"S"
0,1.9062431058,"S"
1,1.813448947,"S"
0,1.545202598,"S"
1,-0.0390668484,"S"
1,0.2366162896,"S"
0,0.7966017733,"S"
1,0.4010042084,"S"
1,0.5395817668,"S"
1,0.1716781347,"S"
0,0.0325971644,"S"
1,-0.2886059087,"S"
0,0.8613064559,"S"
1,0.6033361384,"S"
1,0.4020346426,"S"
0,-0.0140909078,"S"
1,-0.151678212,"S"
1,2.3778198772,"S"
0,1.1970870635,"S"
0,0.6733371482,"S"
0,0.4817789949,"S"
0,-0.2311908797,"S"
0,1.3522932572,"S"
1,-0.1389145649,"S"
0,-0.2824994327,"S"
0,2.2458762071,"S"
0,1.8987461399,"S"
1,0.7797740091,"S"
0,0.5451326252,"S"
1,-0.7127651035,"S"
0,-0.2878911702,"S"
0,2.3482315317,"S"
0,-0.2937325749,"S"
0,1.2499647482,"S"
1,-0.2468087846,"S"
0,-0.2520565819,"S"
0,-0.3601652246,"S"
1,1.4499500986,"S"
1,0.9348046129,"S"
1,-0.4176877147,"S"
0,1.012548702,"S"
0,2.2825828999,"S"
0,-0.0553752328,"S"
1,1.0566364419,"S"
1,1.0242726578,"S"
1,1.7351726489,"S"
1,-0.0455537523,"S"
0,0.682542702,"S"
0,2.0926783373,"S"
1,2.2508599913,"S"
0,0.7779588199,"S"
1,-0.0880300406,"S"
1,0.6291411249,"S"
0,-0.2119804876,"S"
1,0.6534607241,"S"
1,1.5279923803,"S"
1,2.4752332563,"S"
1,1.9988478163,"S"
1,-0.6675725934,"S"
1,1.1433242744,"S"
0,-0.056517598,"S"
1,0.2939753775,"S"
0,1.601759121,"S"
0,1.363568883,"S"
1,0.1386606499,"S"
1,2.3571337834,"S"
1,2.1700935084,"S"
0,0.9496831642,"S"
0,0.1043235717,"S"
0,0.5681729302,"S"
1,0.02582501,"S"
0,1.7816363607,"S"
0,-0.2920394499,"S"
1,-0.5597777613,"S"
1,1.9089898489,"S"
0,-0.2403845868,"S"
0,2.3152163653,"S"
0,0.6765855902,"S"
0,1.0813161633,"S"
1,-0.0163295559,"S"
1,-0.6231898888,"S"
0,0.2383575593,"S"
0,-0.4798082939,"S"
1,0.0966202894,"S"
0,-0.1199644612,"S"
0,0.7058562113,"S"
1,0.9208069034,"S"
0,0.7850283926,"S"
1,-0.1268106076,"S"
0,0.3231460867,"S"
1,0.071845799,"S"
0,0.2741163899,"S"
0,0.6038335582,"S"
1,1.2338673923,"S"
0,0.1634202917,"S"
0,1.5123040878,"S"
1,0.9844497278,"S"
0,1.8253667492,"S"
1,1.6026945204,"S"
0,1.9652336885,"S"
1,-0.196110397,"S"
1,0.1882701797,"S"
1,0.2521947523,"S"
1,1.6962354336,"S"
0,0.2039049109,"S"
1,0.3959912347,"S"
1,2.3799777244,"S"
0,-0.2483818531,"S"
0,0.401372825,"S"
1,0.059008754,"S"
0,1.0545154009,"S"
1,-0.2011659118,"S"
1,-0.3228623142,"S"
0,0.6046014435,"S"
0,0.3651401553,"S"
0,1.0914928103,"S"
1,-0.9490470157,"S"
0,-0.8744562169,"S"
1,0.7387882804,"S"
1,1.5020841513,"S"
0,-0.0207257442,"S"
1,0.2340363838,"S"
0,-0.0099805736,"S"
1,-0.2342665997,"S"
0,1.2017415701,"S"
0,-0.6207825711,"S"
1,0.3981632751,"S"
0,2.1426589851,"S"
1,2.464000089,"S"
0,0.6505577997,"S"
1,0.5093982866,"S"
0,0.3798988223,"S"
1,0.7694394754,"S"
0,2.1877888389,"S"
1,-0.294261512,"S"
0,-0.0452476649,"S"
0,1.6522970446,"S"
1,1.0935068662,"S"
1,1.4013230779,"S"
0,1.9480637269,"S"
1,0.9675622518,"S"
1,1.3137627349,"S"
0,2.1323350547,"S"
1,0.6550194923,"S"
1,0.6916260486,"S"
1,0.9394729923,"S"
1,0.2984342437,"S"
0,0.5676808959,"S"
0,-0.6446037494,"S"
0,0.7976484337,"S"
0,1.5345626739,"S"
0,1.0847719987,"S"
1,2.3381533107,"S"
1,0.1597533671,"S"
1,0.61348516,"S"
0,1.0858065235,"S"
0,1.3165534833,"S"
1,-0.879536947,"S"
0,0.0630388659,"S"
1,-0.0778632365,"S"
0,0.7731265925,"S"
1,1.1902265296,"S"
0,1.8288741385,"S"
0,1.2898432015,"S"
1,0.4495415985,"S"
0,1.9476384865,"S"
1,0.9529013643,"S"
1,0.5699366716,"S"
0,1.4811161551,"S"
1,-0.7658140348,"S"
0,0.0422848357,"S"
0,0.0474926155,"S"
1,1.7959638665,"S"
0,0.8780773872,"S"
1,0.2848142802,"S"
1,1.0304762378,"S"
1,1.1442028675,"S"
0,0.5060036043,"S"
1,-0.5345453257,"S"
0,2.0894470166,"S"
1,1.0008081229,"S"
0,1.9621323202,"S"
1,1.1608114286,"S"
0,0.0417040874,"S"
1,1.0268395735,"S"
1,0.0389024768,"S"
0,1.7528776589,"S"
1,0.7320320041,"S"
1,0.8723909743,"S"
1,0.8270734476,"S"
1,0.9527588775,"S"
1,1.8680215631,"S"
1,0.5820077997,"S"
0,-0.9778099726,"S"
1,-0.2809452839,"S"
0,2.3128490984,"S"
0,-0.1092222138,"S"
0,1.3670857648,"S"
0,0.0356717454,"S"
1,-0.3988806352,"S"
1,0.7455591406,"S"
0,-0.0678215098,"S"
1,2.2243190175,"S"
0,0.282670914,"S"
0,1.8149880777,"S"
0,-0.1792174835,"S"
0,-0.0076193072,"S"
1,2.1697580672,"S"
0,1.4444685901,"S"
1,0.4028159229,"S"
1,0.3274326282,"S"
1,1.3350238585,"S"
1,-0.0322255588,"S"
1,0.8070636994,"S"
1,1.5464066093,"S"
1,0.7205133712,"S"
0,0.2710153434,"S"
1,1.0832991853,"S"
1,1.5932514053,"S"
1,1.8246905957,"S"
1,1.1653753406,"S"
0,1.0072945974,"S"
1,-0.1394691054,"S"
0,-0.1825326046,"S"
1,-0.6027954235,"S"
0,1.999639081,"S"
0,2.4103015592,"S"
1,2.1870781114,"S"
0,0.5640344786,"S"
1,0.0346645277,"S"
1,1.3746971879,"S"
1,1.610500564,"S"
0,1.7111773859,"S"
0,2.1802477999,"S"
0,0.8748595339,"S"
1,0.0961313665,"S"
1,0.8151364761,"S"
0,0.6763231736,"S"
0,1.6727155119,"S"
1,2.0263825727,"S"
0,0.6256726352,"S"
0,-0.7215944696,"S"
0,1.2758426658,"S"
1,0.0143356462,"S"
1,-0.6525291633,"S"
0,-0.0400582818,"S"
1,0.9081957436,"S"
1,-0.2231112532,"S"
1,0.6674321431,"S"
0,0.1369167377,"S"
0,0.239972284,"S"
0,2.2487212415,"S"
0,-0.3141194777,"S"
1,1.7128028761,"S"
1,0.0609369765,"S"
1,1.5022335863,"S"
1,1.1148405466,"S"
0,-0.3756922371,"S"
0,1.3794690211,"S"
1,1.3222251449,"S"
0,1.5433476232,"S"
1,0.061476126,"S"
1,1.2583590249,"S"
1,0.4585243824,"S"
0,1.684645617,"S"
0,0.1795160813,"S"
0,0.3826604232,"S"
0,1.8803484988,"S"
0,0.6175144006,"S"
0,1.1237826659,"S"
0,0.1158008509,"S"
0,2.4398776072,"S"
1,-0.4240383526,"S"
1,0.9253407736,"S"
1,0.4325140764,"S"
1,0.253078476,"S"
1,0.4651844254,"S"
1,0.8238118237,"S"
1,-0.0856206274,"S"
1,0.9217902339,"S"
1,0.6484616826,"S"
0,-0.178621442,"S"
0,-0.8154863312,"S"
0,-0.0909529645,"S"
1,0.3903125628,"S"
0,-0.0816655046,"S"
0,-0.2428031145,"S"
1,0.2506361673,"S"
0,0.7662695741,"S"
1,0.2393747043,"S"
1,0.2910749678,"S"
0,1.9284186903,"S"
1,-0.1673238652,"S"
1,-0.1052883505,"S"
1,-0.0535453287,"S"
1,1.3009736524,"S"
0,2.3810845852,"S"
0,0.0625621309,"S"
0,0.0318263641,"S"
0,-0.1830947859,"S"
0,2.1401493621,"S"
0,2.0253596504,"S"
1,-0.4478167511,"S"
0,2.4036715998,"S"
0,-0.4193658752,"S"
0,0.9183339559,"S"
0,0.7265098418,"S"
1,0.3009322939,"S"
0,-0.147009273,"S"
1,0.1498339561,"S"
0,1.8468352806,"S"
1,0.2288734601,"S"
0,-0.0913848794,"S"
1,0.7782531182,"S"
0,-0.4819366097,"S"
1,2.2699721518,"S"
0,1.5587681139,"S"
0,2.0437046843,"S"
1,-0.2454020749,"S"
1,-0.7474657692,"S"
1,0.2042610441,"S"
1,1.3010132753,"S"
0,0.9918341033,"S"
0,-0.0845702458,"S"
0,-0.1723497573,"S"
0,1.9706245797,"S"
0,0.0407111957,"S"
1,-0.1468944033,"S"
1,0.3783085224,"S"
1,0.6147095443,"S"
1,0.3390637397,"S"
0,1.7288848705,"S"
1,0.0623476263,"S"
1,0.3118050354,"S"
0,-0.3388471599,"S"
1,2.3322632916,"S"
0,-0.0370287075,"S"
0,-0.1488902456,"S"
0,1.3809151814,"S"
1,-0.1460250574,"S"
1,0.9979081135,"S"
1,1.2001544567,"S"
1,-0.2680679483,"S"
0,0.1504433293,"S"
1,0.4546947836,"S"
0,1.0390416083,"S"
1,-0.6190914738,"S"
0,0.5243952109,"S"
1,0.4865202506,"S"
1,2.1915510847,"S"
1,2.0676079966,"S"
0,-0.2465085668,"S"
0,0.8098670936,"S"
1,0.9029626351,"S"
0,0.0471027125,"S"
0,0.9694255303,"S"
0,0.2088487489,"S"
0,0.2300620501,"S"
0,0.387796804,"S"
1,2.4478473487,"S"
0,1.7670124921,"S"
1,-0.4841321817,"S"
1,0.6275952805,"S"
0,-0.3743951982,"S"
1,0.8823022945,"S"
0,2.1754897018,"S"
0,2.2698041774,"S"
1,1.6076912367,"S"
1,0.1379888124,"S"
0,-0.4303798337,"S"
0,0.0294242663,"S"
0,1.7450110229,"S"
1,0.3779204637,"S"
0,0.4322657583,"S"
1,1.7152107533,"S"
0,0.0171477109,"S"
1,1.4397772685,"S"
0,0.1655855654,"S"
0,0.1545627231,"S"
1,0.5881476915,"S"
1,0.6824262369,"S"
0,1.6144889509,"S"
1,1.1773074404,"S"
1,0.6304425771,"S"
0,0.3319252763,"S"
0,2.3466334822,"S"
0,0.3737784897,"S"
0,2.1679578213,"S"
0,0.8801272824,"S"
1,1.0480416714,"S"
1,-0.2094316197,"S"
1,0.4484736935,"S"
1,0.3982413941,"S"
1,-0.2238082307,"S"
1,-0.4680016948,"S"
1,0.0783433578,"S"
0,-0.2283167179,"S"
0,-0.420735959,"S"
1,1.5014243073,"S"
1,-0.0873017956,"S"
0,0.8059114035,"S"
1,-0.6263448523,"S"
0,-0.7833998406,"S"
0,0.6291669326,"S"
0,0.1280032047,"S"
0,0.0588352301,"S"
0,-0.8888813697,"S"
1,2.4590655986,"S"
1,0.1844266363,"S"
0,0.3964896957,"S"
0,-0.0005879381,"S"
1,1.8647751349,"S"
1,-0.5563656205,"S"
0,1.7658829735,"S"
0,2.3585277282,"S"
0,-0.7096412352,"S"
1,1.5827886263,"S"
0,0.6701608796,"S"
0,0.7509735908,"S"
0,2.1329278329,"S"
0,-0.764311455,"S"
0,1.3674636059,"S"
0,2.2424272964,"S"
1,1.0833375572,"S"
0,0.0752402656,"S"
1,0.3335968683,"S"
0,0.8088393221,"S"
1,0.9595304937,"S"
1,-0.0675691647,"S"
0,0.0310684216,"S"
0,1.0025039729,"S"
0,0.7902549591,"S"
1,0.8824843242,"S"
0,-0.2035719841,"S"
1,2.3467031506,"S"
1,0.7524681124,"S"
1,0.6438351537,"S"
1,0.8717714197,"S"
0,1.2502326525,"S"
1,1.0462665176,"S"
0,1.5810998539,"S"
0,0.5411294386,"S"
0,0.0519056262,"S"
0,1.3567853656,"S"
1,-0.8551971755,"S"
1,1.2279862659,"S"
1,1.3793830843,"S"
0,1.7521684126,"S"
1,-0.0251835108,"S"
1,0.7113675532,"S"
1,0.6838878859,"S"
1,-0.5825718113,"S"
1,-0.9377345992,"S"
1,1.0944455523,"S"
0,0.7872789399,"S"
1,-0.1899838163,"S"
1,0.8683084738,"S"
